demand_th,DAA_price,CO2_price,Gas_price
0.2179250599,312.28,79.21,96.188
0.2086945344,374.14,79.21,96.188
0.1891408181,311.03,79.21,96.188
0.1518015834,270,79.21,96.188
0.1089034333,245.12,79.21,96.188
0.1026650613,216.4,79.21,96.188
0.1237197599,213.01,79.21,109.395
0.1263291388,212.33,79.21,109.395
0.1321229022,211.5,79.21,109.395
0.1465407975,211.8,79.21,109.395
0.1831344883,212.93,79.21,109.395
0.2520080944,223.32,79.21,109.395
0.2981848543,282.97,79.21,109.395
0.2791958332,305.07,79.21,109.395
0.2578288263,267.73,79.21,109.395
0.2400606312,218.91,79.21,109.395
0.2214337026,194.92,79.21,109.395
0.210736122,194.94,79.21,109.395
0.2050894987,185.97,79.21,109.395
0.2052098338,181.94,79.21,109.395
0.2077736323,192.7,79.21,109.395
0.2140788775,208.42,79.21,109.395
0.2252491553,232.58,79.21,109.395
0.2405159524,266.99,79.21,109.395
0.2502901799,310.76,79.21,109.395
0.2389013683,371.11,79.21,109.395
0.2211595052,295.4,79.21,109.395
0.1839379346,256.86,79.21,109.395
0.1269002312,240.04,79.21,109.395
0.1213861267,219.76,79.21,109.395
0.1237197599,262.48,79.21,114.125
0.1263291388,244.31,79.21,114.125
0.1321229022,234.29,79.21,114.125
0.1465407975,230.15,79.21,114.125
0.1831344883,226.01,79.21,114.125
0.2520080944,254.91,79.21,114.125
0.2981848543,315,79.21,114.125
0.2791958332,333.86,79.21,114.125
0.2578288263,285.12,79.21,114.125
0.2400606312,248.37,79.21,114.125
0.2214337026,185.6,79.21,114.125
0.210736122,185.87,78.68,114.125
0.2050894987,172.57,78.5,114.125
0.2052098338,169.75,78.5,114.125
0.2077736323,178.57,78.5,114.125
0.2140788775,210,78.5,114.125
0.2252491553,251.07,78.5,114.125
0.2405159524,276.28,78.5,114.125
0.2502901799,300.77,78.5,114.125
0.2389013683,339.9,78.5,114.125
0.2211595052,283.38,78.5,114.125
0.1839379346,242.2,78.5,114.125
0.1269002312,244.56,78.5,114.125
0.1213861267,190.07,78.5,114.125
0.1395121852,235.96,78.5,100.981
0.1424546429,221.16,78.5,100.981
0.1489879614,185.58,78.5,100.981
0.1652462541,191.02,78.5,100.981
0.2065110107,206.58,78.5,100.981
0.2841761088,216.18,78.5,100.981
0.3362471821,199.56,78.5,100.981
0.3148342741,190.28,78.5,100.981
0.2907398382,152.18,78.5,100.981
0.2707035908,159.37,78.5,100.981
0.2496989953,110.05,78.5,100.981
0.2376359032,85.94,78.5,100.981
0.2312685068,83.11,78.5,100.981
0.2314042023,80.38,78.5,100.981
0.2342952614,89.35,78.5,100.981
0.2414053506,157.71,78.5,100.981
0.2540014781,199.95,78.5,100.981
0.2712170322,232.42,78.5,100.981
0.282238908,262.5,78.5,100.981
0.2693963518,292.24,78.5,100.981
0.2493897975,270.07,78.5,100.981
0.2074170142,244.98,78.5,100.981
0.1430986333,244.94,78.5,100.981
0.1368806714,237.75,78.5,100.981
0.131751677,235,78.5,100.981
0.1345304574,221.93,78.5,100.981
0.1407003534,214.02,78.5,100.981
0.1560542619,212,78.5,100.981
0.1950236241,211.09,78.5,100.981
0.2683685216,210.31,78.5,100.981
0.3175430881,214.03,78.5,100.981
0.2973212951,214.08,78.5,100.981
0.2745671369,214.07,78.5,100.981
0.2556454262,205.02,78.5,100.981
0.2358092329,194.4,78.5,100.981
0.2244171627,161.5,78.5,100.981
0.2184039591,89.9,78.5,100.981
0.2185321065,77.97,78.5,100.981
0.2212623474,92,78.5,100.981
0.2279769307,141.59,78.5,100.981
0.2398723857,194.83,78.5,100.981
0.2561303069,220,78.5,100.981
0.2665390796,263.02,78.5,100.981
0.2544109037,281.68,78.5,100.981
0.2355172345,265.63,78.5,100.981
0.1958792303,251.59,78.5,100.981
0.1351386253,228,78.5,100.981
0.1292665438,196,78.5,100.981
0.0884983067,192.04,78.5,101.827
0.091345201,189.45,78.5,101.827
0.0966285787,194.89,78.5,101.827
0.1124029825,195.01,78.5,101.827
0.1527882757,208.62,78.5,101.827
0.2042691343,274.95,78.5,101.827
0.2257156899,316.95,78.5,101.827
0.2118903917,313.95,78.5,101.827
0.1900615357,266.98,78.5,101.827
0.1728708271,224.94,78.5,101.827
0.1582270583,204.14,78.5,101.827
0.1478533779,173.87,78.5,101.827
0.142336437,163.51,78.5,101.827
0.140784323,130.99,78.5,101.827
0.1427002269,161.5,78.5,101.827
0.1486978514,170.68,78.5,101.827
0.1615089486,197.56,78.5,101.827
0.1753960241,260.31,78.5,101.827
0.1839696401,304.62,78.5,101.827
0.1761773446,274.06,78.5,101.827
0.1596703393,252.61,78.5,101.827
0.1281490191,229.53,78.5,101.827
0.0919349314,220.54,78.5,101.827
0.0866685749,209.83,78.5,101.827
0.0805337788,210.18,78.5,101.957
0.0831244629,208.96,78.5,101.957
0.0879323558,210,78.5,101.957
0.1022871201,209.87,78.5,101.957
0.139037883,225.27,78.5,101.957
0.1858856502,270.27,78.5,101.957
0.2054020934,302.12,78.5,101.957
0.192821022,318.74,78.5,101.957
0.1729566842,299.9,78.5,101.957
0.1573130772,278.48,78.5,101.957
0.1439871948,275.94,78.5,101.957
0.134547108,236.43,78.5,101.957
0.129526672,230.85,78.5,101.957
0.1281142426,223.52,78.5,101.957
0.1298577221,222.41,78.5,101.957
0.135315582,228.01,78.5,101.957
0.1469737268,246.53,78.5,101.957
0.1596110157,280.04,78.5,101.957
0.1674130372,302.49,78.5,101.957
0.1603220202,297.67,78.5,101.957
0.1453005856,260.04,78.5,101.957
0.1166160704,237,78.5,101.957
0.0836611198,219.84,78.5,101.957
0.0788687163,233.07,78.5,101.957
0.0728340042,228.86,78.5,110.03
0.075176995,229.61,78.5,110.03
0.0795252088,229.08,78.5,110.03
0.0925075248,232.33,78.5,110.03
0.1257445746,242,78.5,110.03
0.1681132618,283,78.5,110.03
0.1857637523,315,78.5,110.03
0.1743855478,346.91,78.5,110.03
0.1564204245,328.11,78.5,110.03
0.1422724912,302.07,78.5,110.03
0.1302206864,312.56,78.5,110.03
0.1216831593,295.99,78.5,110.03
0.1171427234,272.89,78.5,110.03
0.1158653354,278.3,78.5,110.03
0.1174421221,266.52,78.5,110.03
0.1223781601,256.34,78.5,110.03
0.1329216783,269.81,78.5,110.03
0.1443507254,294.7,78.5,110.03
0.1514068015,309.97,78.5,110.03
0.1449937513,285.73,78.5,110.03
0.1314085049,253.36,78.5,110.03
0.1054664948,240.52,78.5,110.03
0.0756623425,197.92,78.5,110.03
0.0713281371,200.66,78.5,110.03
0.0601640494,204.29,78.5,119.844
0.0618289003,195.02,78.5,119.844
0.0700103293,181.93,78.5,119.844
0.0917681877,186.3,78.5,119.844
0.1385227473,200.69,78.5,119.844
0.180201344,270,78.5,119.844
0.1713573329,305.76,78.5,119.844
0.1538017634,324.23,78.5,119.844
0.1370442046,271,78.5,119.844
0.1229976738,250.75,78.5,119.844
0.1130437316,219.54,78.5,119.844
0.1033495226,203.92,78.5,119.844
0.0970312553,193.43,78.5,119.844
0.0919559201,190.8,78.5,119.844
0.0939115381,185.62,78.5,119.844
0.1016704243,184.96,78.5,119.844
0.1183800176,188.01,78.5,119.844
0.1342079644,200.01,78.5,119.844
0.1446083854,229.49,78.5,119.844
0.1384284739,199.08,78.5,119.844
0.1198037005,164.35,78.5,119.844
0.0869857697,150.64,78.5,119.844
0.0649201249,120.08,78.5,119.844
0.0610137968,111.72,78.5,119.844
0.0479210266,99.64,78.5,121.255
0.0492470904,94.48,78.5,121.255
0.0557636477,99.59,78.5,121.255
0.0730939126,109.02,78.5,121.255
0.1103342002,140.01,78.5,121.255
0.1435314527,178.63,78.5,121.255
0.1364871447,200.03,78.5,121.255
0.1225040282,208.47,78.5,121.255
0.109156532,200.35,78.5,121.255
0.0979683859,193.08,78.5,121.255
0.0900400111,181.14,78.12,121.255
0.0823185154,171.94,78,121.255
0.0772859776,159.91,78,121.255
0.0732434426,147.1,78,121.255
0.0748011041,140.82,78,121.255
0.0809811036,142.33,78,121.255
0.094290395,172.4,78,121.255
0.1068974497,191.7,78,121.255
0.1151814474,205.96,78,121.255
0.1102591108,200.19,78,121.255
0.095424367,174.92,78,121.255
0.069284688,167.85,78,121.255
0.0517092694,151.86,78,121.255
0.0485978556,112.01,78,121.255
0.0601640494,125.01,78,120.241
0.0618289003,131.72,78,120.241
0.0700103293,140.54,78,120.241
0.0917681877,131.79,78,120.241
0.1385227473,145.07,78,120.241
0.180201344,135.84,78,120.241
0.1713573329,168.06,78,120.241
0.1538017634,190.3,78,120.241
0.1370442046,192.15,78,120.241
0.1229976738,169.77,78,120.241
0.1130437316,166.94,78,120.241
0.1033495226,160.63,78,120.241
0.0970312553,132.18,78,120.241
0.0919559201,120.6,78,120.241
0.0939115381,128.45,78,120.241
0.1016704243,137.45,78,120.241
0.1183800176,171.27,78,120.241
0.1342079644,227.6,78,120.241
0.1446083854,259.15,78,120.241
0.1384284739,241.63,78,120.241
0.1198037005,210,78,120.241
0.0869857697,206.14,78,120.241
0.0649201249,189.38,78,120.241
0.0610137968,199.08,78,120.241
0.0728340042,193.08,78,120.241
0.075176995,195.76,78,120.241
0.0795252088,194.44,78,120.241
0.0925075248,195.55,78,120.241
0.1257445746,193.82,78,120.241
0.1681132618,190.88,78,120.241
0.1857637523,192.6,78,120.241
0.1743855478,197.24,78,120.241
0.1564204245,182.07,78,120.241
0.1422724912,180.76,78,120.241
0.1302206864,179.13,78,120.241
0.1216831593,174.2,78,120.241
0.1171427234,119.64,78,120.241
0.1158653354,97.07,78,120.241
0.1174421221,104,78,120.241
0.1223781601,121.39,78,120.241
0.1329216783,132.21,78,120.241
0.1443507254,177.39,78,120.241
0.1514068015,211.79,78,120.241
0.1449937513,204.95,78,120.241
0.1314085049,179.74,78,120.241
0.1054664948,177.45,78,120.241
0.0756623425,155.03,78,120.241
0.0713281371,118.63,78,120.241
0.0884983067,91.81,78,120.346
0.091345201,88,78,120.346
0.0966285787,81.56,78,120.346
0.1124029825,87.49,78,120.346
0.1527882757,91.6,78,120.346
0.2042691343,133,78,120.346
0.2257156899,120.6,78,120.346
0.2118903917,101.16,78,120.346
0.1900615357,87.6,78,120.346
0.1728708271,74.54,78,120.346
0.1582270583,68.27,78,120.346
0.1478533779,40.08,78,120.346
0.142336437,30.98,78,120.346
0.140784323,25.6,78,120.346
0.1427002269,37.56,78,120.346
0.1486978514,47.24,78,120.346
0.1615089486,69.78,78,120.346
0.1753960241,69.93,78,120.346
0.1839696401,74.86,78,120.346
0.1761773446,74.52,78,120.346
0.1596703393,69.96,78,120.346
0.1281490191,72.98,78,120.346
0.0919349314,50.09,78,120.346
0.0866685749,23.53,78,120.346
0.0805337788,30,78,111.258
0.0831244629,35.09,78,111.258
0.0879323558,42.35,78,111.258
0.1022871201,74.53,78,111.258
0.139037883,83.97,78,111.258
0.1858856502,163.27,78,111.258
0.2054020934,220.07,78,111.258
0.192821022,232.03,78,111.258
0.1729566842,229.51,78,111.258
0.1573130772,227,78,111.258
0.1439871948,230.09,78,111.258
0.134547108,214.24,78,111.258
0.129526672,222.98,78,111.258
0.1281142426,208.49,78,111.258
0.1298577221,222.97,78,111.258
0.135315582,224.41,78,111.258
0.1469737268,262.21,78,111.258
0.1596110157,278.24,78,111.258
0.1674130372,309.93,78,111.258
0.1603220202,277.91,78,111.258
0.1453005856,226.47,78,111.258
0.1166160704,189.65,78,111.258
0.0836611198,163.64,78,111.258
0.0788687163,112.87,78,111.258
0.0884983067,140,78,109.154
0.091345201,126.56,78,109.154
0.0966285787,121.67,78,109.154
0.1124029825,126.59,78,109.154
0.1527882757,118.48,78,109.154
0.2042691343,165.6,78,109.154
0.2257156899,177.84,78,109.154
0.2118903917,175.3,78,109.154
0.1900615357,159.36,78,109.154
0.1728708271,95.69,78,109.154
0.1582270583,74.86,78,109.154
0.1478533779,77.8,78,109.154
0.142336437,74.73,78,109.154
0.140784323,71.98,78,109.154
0.1427002269,74.75,78,109.154
0.1486978514,74.81,78,109.154
0.1615089486,126.26,78,109.154
0.1753960241,165.54,78,109.154
0.1839696401,178.43,78,109.154
0.1761773446,171,78,109.154
0.1596703393,132.42,78,109.154
0.1281490191,109.11,78,109.154
0.0919349314,60.37,78,109.154
0.0866685749,73.02,78,109.154
0.0966308533,67.74,78,108.819
0.0997393628,59.64,78,108.819
0.1055082562,67.58,78,108.819
0.1227322478,73.58,78,108.819
0.1668287453,74.13,78,108.819
0.2230404343,74.5,78,108.819
0.2464578199,90.03,78,108.819
0.2313620466,113.23,78,108.819
0.2075272292,77.35,78,108.819
0.1887567815,71.93,78,108.819
0.1727673245,71.94,78,108.819
0.1614403552,77.38,78,108.819
0.1554164355,70.38,78,108.819
0.15372169,70.15,78,108.819
0.1558136558,73.35,78,108.819
0.1623624316,74.82,78,108.819
0.1763508039,80.91,78,108.819
0.1915140313,82.06,78,108.819
0.2008755193,94.41,78,108.819
0.1923671513,79.56,78,108.819
0.1743432356,65.45,78,108.819
0.1399252656,69.19,78,108.819
0.1003832865,27.35,78,108.819
0.0946329785,2.02,78,108.819
0.1048325081,1.03,78,105.453
0.1082048559,1.02,78,105.453
0.1144633908,2.47,78,105.453
0.1331492885,8.58,78,105.453
0.1809885268,44.51,78,105.453
0.2419712475,95.37,78,105.453
0.2673762106,147.26,78,105.453
0.2509991663,150,78,105.453
0.2251413414,87,78,105.453
0.2047777303,81.85,78,105.453
0.1874311497,86.54,79.66,105.453
0.175142791,88.19,80.21,105.453
0.1686075841,91.41,80.21,105.453
0.1667689952,130.77,80.21,105.453
0.169038519,166.11,80.21,105.453
0.1761431296,186.11,80.21,105.453
0.1913187811,202.31,80.21,105.453
0.2077690049,229.9,80.21,105.453
0.2179250599,267.77,80.21,105.453
0.2086945344,259.04,80.21,105.453
0.1891408181,221.8,80.21,105.453
0.1518015834,189.8,80.21,105.453
0.1089034333,159.98,80.21,105.453
0.1026650613,119.25,80.21,105.453
0.0966308533,110.6,80.21,107.069
0.0997393628,92.51,80.21,107.069
0.1055082562,83.22,80.21,107.069
0.1227322478,79.12,80.21,107.069
0.1668287453,76.14,80.21,107.069
0.2230404343,76.56,80.21,107.069
0.2464578199,88.15,80.21,107.069
0.2313620466,82.9,80.21,107.069
0.2075272292,69.72,80.21,107.069
0.1887567815,25.14,80.21,107.069
0.1727673245,5.04,80.21,107.069
0.1614403552,-0.01,80.21,107.069
0.1554164355,-0.28,80.21,107.069
0.15372169,-2.49,80.21,107.069
0.1558136558,-0.1,80.21,107.069
0.1623624316,-0.03,80.21,107.069
0.1763508039,1.98,80.21,107.069
0.1915140313,75.81,80.21,107.069
0.2008755193,96.97,80.21,107.069
0.1923671513,105,80.21,107.069
0.1743432356,90.95,80.21,107.069
0.1399252656,89.77,80.21,107.069
0.1003832865,69.88,80.21,107.069
0.0946329785,70.96,80.21,107.069
0.0538141503,26.15,80.21,107.069
0.0553032878,24.59,80.21,107.069
0.0626212235,25.67,80.21,107.069
0.0820826905,40.04,80.21,107.069
0.12390263,36.85,80.21,107.069
0.1611823392,25.95,80.21,107.069
0.1532717522,45.02,80.21,107.069
0.1375690516,35.76,80.21,107.069
0.1225801372,22.23,80.21,107.069
0.1100161205,12.29,80.21,107.069
0.1011127481,13,80.21,107.069
0.0924416957,5.31,80.21,107.069
0.0867902778,0.1,80.21,107.069
0.0822506091,0.09,80.21,107.069
0.0839998252,0.42,80.21,107.069
0.0909398146,8.52,80.21,107.069
0.105885826,71.03,80.21,107.069
0.1200432426,139.9,80.21,107.069
0.1293459711,233.51,80.21,107.069
0.1238183065,252.18,80.21,107.069
0.107159249,239.54,80.21,107.069
0.0778050237,238.28,80.21,107.069
0.058068255,224.3,80.21,107.069
0.0545742128,182.38,80.21,107.069
0.038063422,184.98,80.21,107.325
0.0380385314,184.6,80.21,107.325
0.0434964082,185.68,80.21,107.325
0.0564526365,195.55,80.21,107.325
0.0761936982,220.56,80.21,107.325
0.0967692037,264.91,80.21,107.325
0.0918694386,299.93,80.21,107.325
0.0821528187,285.03,80.21,107.325
0.0762173577,255,80.21,107.325
0.0690002102,214.92,80.21,107.325
0.0640920623,190.71,80.21,107.325
0.0562430112,187.85,80.21,107.325
0.0528264399,181.84,80.21,107.325
0.0496717223,179.98,80.21,107.325
0.0489072787,179.77,80.21,107.325
0.0522653492,182.86,80.21,107.325
0.0613177638,219.39,80.21,107.325
0.0683730977,263.32,80.21,107.325
0.0760515999,296.99,80.21,107.325
0.074334865,290.37,80.21,107.325
0.0651754444,267.81,80.21,107.325
0.0515563703,247.99,80.21,107.325
0.0430107203,204.4,80.21,107.325
0.0398219102,192.9,80.21,107.325
0.038063422,188.71,80.21,102.816
0.0380385314,184.13,80.21,102.816
0.0434964082,183,80.21,102.816
0.0564526365,185.55,80.21,102.816
0.0761936982,191.53,80.21,102.816
0.0967692037,229.54,80.21,102.816
0.0918694386,268.78,80.21,102.816
0.0821528187,260.33,80.21,102.816
0.0762173577,219.02,80.21,102.816
0.0690002102,182.51,80.21,102.816
0.0640920623,172.32,80.21,102.816
0.0562430112,136.12,80.21,102.816
0.0528264399,110.02,80.21,102.816
0.0496717223,100.01,80.21,102.816
0.0489072787,118.14,80.21,102.816
0.0522653492,139.9,80.21,102.816
0.0613177638,179.4,80.21,102.816
0.0683730977,215.47,80.21,102.816
0.0760515999,235.09,80.21,102.816
0.074334865,233.47,80.21,102.816
0.0651754444,189.08,80.21,102.816
0.0515563703,177.46,80.21,102.816
0.0430107203,137.74,80.21,102.816
0.0398219102,161.67,80.21,102.816
0.0479210266,165.81,80.21,103.685
0.0492470904,163.31,80.21,103.685
0.0557636477,167.63,80.21,103.685
0.0730939126,180.73,80.21,103.685
0.1103342002,212.32,80.21,103.685
0.1435314527,248.74,80.21,103.685
0.1364871447,267.52,80.21,103.685
0.1225040282,273.83,80.21,103.685
0.109156532,254.25,80.21,103.685
0.0979683859,212.9,80.21,103.685
0.0900400111,192.45,80.21,103.685
0.0823185154,188.72,80.21,103.685
0.0772859776,195.04,80.21,103.685
0.0732434426,200.05,80.21,103.685
0.0748011041,196,80.21,103.685
0.0809811036,200.47,80.21,103.685
0.094290395,241.25,80.21,103.685
0.1068974497,266.2,80.21,103.685
0.1151814474,298.95,80.21,103.685
0.1102591108,301.63,80.21,103.685
0.095424367,269.03,80.21,103.685
0.069284688,250,80.21,103.685
0.0517092694,231.94,80.21,103.685
0.0485978556,232.45,80.21,103.685
0.0538141503,207.63,80.21,104.715
0.0553032878,200.14,80.21,104.715
0.0626212235,198.05,80.21,104.715
0.0820826905,199.97,80.21,104.715
0.12390263,204.46,80.21,104.715
0.1611823392,254,80.21,104.715
0.1532717522,272.33,80.21,104.715
0.1375690516,282.11,80.21,104.715
0.1225801372,252.78,80.21,104.715
0.1100161205,216.35,80.21,104.715
0.1011127481,212.54,80.21,104.715
0.0924416957,202.24,80.21,104.715
0.0867902778,195.19,80.21,104.715
0.0822506091,193.64,80.21,104.715
0.0839998252,191.99,80.21,104.715
0.0909398146,194.53,80.21,104.715
0.105885826,212.8,80.21,104.715
0.1200432426,244.94,80.21,104.715
0.1293459711,271.07,80.21,104.715
0.1238183065,272.31,80.21,104.715
0.107159249,265.46,80.21,104.715
0.0778050237,253.68,80.21,104.715
0.058068255,234.36,80.21,104.715
0.0545742128,214.9,80.21,104.715
0.0479210266,198.45,80.21,97.33
0.0492470904,194.28,80.21,97.33
0.0557636477,190.49,80.21,97.33
0.0730939126,191.86,80.21,97.33
0.1103342002,196.86,80.21,97.33
0.1435314527,205.33,80.21,97.33
0.1364871447,220.78,80.21,97.33
0.1225040282,209.88,80.21,97.33
0.109156532,189.92,80.21,97.33
0.0979683859,190.62,80.21,97.33
0.0900400111,186.55,80.21,97.33
0.0823185154,160.03,80.21,97.33
0.0772859776,167.65,80.21,97.33
0.0732434426,157.38,80.21,97.33
0.0748011041,151.11,80.21,97.33
0.0809811036,155.01,80.21,97.33
0.094290395,179.32,80.21,97.33
0.1068974497,196.21,80.21,97.33
0.1151814474,228.35,80.21,97.33
0.1102591108,235.99,80.21,97.33
0.095424367,208.84,80.21,97.33
0.069284688,205.09,80.21,97.33
0.0517092694,196.24,80.21,97.33
0.0485978556,191.16,80.21,97.33
0.0538141503,183.37,80.21,97.33
0.0553032878,178,80.21,97.33
0.0626212235,174.21,80.21,97.33
0.0820826905,171.81,80.21,97.33
0.12390263,179.54,80.21,97.33
0.1611823392,188.98,80.21,97.33
0.1532717522,191.12,80.21,97.33
0.1375690516,189.6,80.21,97.33
0.1225801372,172.62,80.21,97.33
0.1100161205,146.58,80.21,97.33
0.1011127481,121.99,80.21,97.33
0.0924416957,82.36,80.21,97.33
0.0867902778,52.9,80.21,97.33
0.0822506091,33.78,80.21,97.33
0.0839998252,40.32,80.21,97.33
0.0909398146,65.84,80.21,97.33
0.105885826,107.71,80.21,97.33
0.1200432426,171.19,80.21,97.33
0.1293459711,195.08,80.21,97.33
0.1238183065,205.81,80.21,97.33
0.107159249,194.47,80.21,97.33
0.0778050237,175.84,80.21,97.33
0.058068255,166.88,80.21,97.33
0.0545742128,160.22,80.21,97.33
0.0884983067,139.97,80.21,97.33
0.091345201,121.76,80.21,97.33
0.0966285787,123.38,80.21,97.33
0.1124029825,133.96,80.21,97.33
0.1527882757,139.96,80.21,97.33
0.2042691343,146.1,80.21,97.33
0.2257156899,144.01,80.21,97.33
0.2118903917,133.55,80.21,97.33
0.1900615357,100,80.21,97.33
0.1728708271,75.92,80.21,97.33
0.1582270583,41.29,80.21,97.33
0.1478533779,20.73,80.21,97.33
0.142336437,0.07,80.21,97.33
0.140784323,0,80.21,97.33
0.1427002269,0.08,80.21,97.33
0.1486978514,15,80.21,97.33
0.1615089486,66.2,80.21,97.33
0.1753960241,158.02,80.21,97.33
0.1839696401,182.55,80.21,97.33
0.1761773446,191.54,80.21,97.33
0.1596703393,187.88,80.21,97.33
0.1281490191,171.46,80.21,97.33
0.0919349314,158.07,80.21,97.33
0.0866685749,95.9,80.21,97.33
0.0805337788,81,80.21,97.33
0.0831244629,84,80.21,97.33
0.0879323558,81,80.21,97.33
0.1022871201,85.25,80.21,97.33
0.139037883,92.31,80.21,97.33
0.1858856502,95.23,80.21,97.33
0.2054020934,105,80.21,97.33
0.192821022,108.65,80.21,97.33
0.1729566842,101.18,80.21,97.33
0.1573130772,95.51,80.21,97.33
0.1439871948,82.92,80.21,97.33
0.134547108,75.98,80.21,97.33
0.129526672,61.17,80.21,97.33
0.1281142426,45,80.21,97.33
0.1298577221,60.58,80.21,97.33
0.135315582,82.92,80.21,97.33
0.1469737268,121.25,80.21,97.33
0.1596110157,189.84,80.21,97.33
0.1674130372,240.3,80.21,97.33
0.1603220202,250.73,80.21,97.33
0.1453005856,226.6,80.21,97.33
0.1166160704,221.23,80.21,97.33
0.0836611198,202,80.21,97.33
0.0788687163,205,80.21,97.33
0.0538141503,192.98,80.21,98.46
0.0553032878,191.14,80.21,98.46
0.0626212235,190.95,80.21,98.46
0.0820826905,190,80.21,98.46
0.12390263,200.61,80.21,98.46
0.1611823392,251.27,80.21,98.46
0.1532717522,291.43,80.21,98.46
0.1375690516,295.43,80.21,98.46
0.1225801372,255.71,80.21,98.46
0.1100161205,232.54,80.21,98.46
0.1011127481,207.71,80.21,98.46
0.0924416957,193.56,80.21,98.46
0.0867902778,187.06,80.21,98.46
0.0822506091,176.57,80.21,98.46
0.0839998252,176.11,80.21,98.46
0.0909398146,168.94,80.21,98.46
0.105885826,193.33,80.21,98.46
0.1200432426,224.93,80.21,98.46
0.1293459711,239.03,80.21,98.46
0.1238183065,240.01,80.21,98.46
0.107159249,223.6,80.21,98.46
0.0778050237,200,80.21,98.46
0.058068255,184.2,80.21,98.46
0.0545742128,191,80.21,98.46
0.0425276927,189.55,80.21,93.519
0.0437045129,183.1,80.21,93.519
0.0494876558,183.28,80.21,93.519
0.0648674636,183.38,80.21,93.519
0.0979164948,197.96,80.21,93.519
0.1273775196,227.24,80.21,93.519
0.1211260224,249.92,80.21,93.519
0.1087166539,249.9,80.21,93.519
0.0968713689,209.96,80.21,93.519
0.0869424071,193.5,80.21,93.519
0.0799063416,188.91,80.21,93.519
0.0730538716,175.87,80.21,93.519
0.0685877272,168.37,80.21,93.519
0.0650001646,158.9,80.21,93.519
0.0663825171,171.95,80.21,93.519
0.0718669805,175.85,80.21,93.519
0.0836783605,196.15,80.21,93.519
0.0948665379,222.95,80.21,93.519
0.1022182024,249,80.21,93.519
0.0978498565,250,80.21,93.519
0.0846847081,239.18,80.21,93.519
0.0614869531,220.1,80.21,93.519
0.0458895827,201.97,80.21,93.519
0.0431283471,188.55,80.21,93.519
0.0425276927,179.92,80.21,96.083
0.0437045129,181.08,80.21,96.083
0.0494876558,178.92,80.21,96.083
0.0648674636,180.5,80.21,96.083
0.0979164948,199.92,80.21,96.083
0.1273775196,229.76,80.21,96.083
0.1211260224,256.02,80.21,96.083
0.1087166539,256.25,80.21,96.083
0.0968713689,232.26,80.21,96.083
0.0869424071,207.93,80.21,96.083
0.0799063416,197.01,80.21,96.083
0.0730538716,185.06,80.21,96.083
0.0685877272,176.25,80.21,96.083
0.0650001646,167.93,80.21,96.083
0.0663825171,168.05,80.21,96.083
0.0718669805,173.4,80.21,96.083
0.0836783605,185.34,80.21,96.083
0.0948665379,204.96,80.21,96.083
0.1022182024,220.62,80.21,96.083
0.0978498565,223.61,80.21,96.083
0.0846847081,220.44,80.21,96.083
0.0614869531,199.71,80.21,96.083
0.0458895827,174.62,80.21,96.083
0.0431283471,191.07,80.21,96.083
0.038063422,183.93,80.21,97.471
0.0380385314,187.01,80.21,97.471
0.0434964082,179.41,80.21,97.471
0.0564526365,176.09,80.21,97.471
0.0761936982,189.58,80.21,97.471
0.0967692037,218.07,80.21,97.471
0.0918694386,239.95,80.21,97.471
0.0821528187,244.1,80.21,97.471
0.0762173577,221.05,80.21,97.471
0.0690002102,196.56,80.21,97.471
0.0640920623,156.71,85.6,97.471
0.0562430112,122.43,87.4,97.471
0.0528264399,98.52,87.4,97.471
0.0496717223,86.77,87.4,97.471
0.0489072787,86.77,87.4,97.471
0.0522653492,102.34,87.4,97.471
0.0613177638,137,87.4,97.471
0.0683730977,180.26,87.4,97.471
0.0760515999,209.61,87.4,97.471
0.074334865,209.97,87.4,97.471
0.0651754444,185,87.4,97.471
0.0515563703,190.17,87.4,97.471
0.0430107203,147.32,87.4,97.471
0.0398219102,130.46,87.4,97.471
0.0538141503,116.44,87.4,95.486
0.0553032878,108.65,87.4,95.486
0.0626212235,119.04,87.4,95.486
0.0820826905,119.4,87.4,95.486
0.12390263,122.32,87.4,95.486
0.1611823392,128.32,87.4,95.486
0.1532717522,143.64,87.4,95.486
0.1375690516,141.5,87.4,95.486
0.1225801372,82.69,87.4,95.486
0.1100161205,55.43,87.4,95.486
0.1011127481,15.92,87.4,95.486
0.0924416957,2.43,87.4,95.486
0.0867902778,0.01,87.4,95.486
0.0822506091,0.08,87.4,95.486
0.0839998252,5.07,87.4,95.486
0.0909398146,20.45,87.4,95.486
0.105885826,94.85,87.4,95.486
0.1200432426,138.87,87.4,95.486
0.1293459711,168.19,87.4,95.486
0.1238183065,171.36,87.4,95.486
0.107159249,138.05,87.4,95.486
0.0778050237,118.23,87.4,95.486
0.058068255,97.95,87.4,95.486
0.0545742128,100.58,87.4,95.486
0.0601640494,93.14,87.4,95.486
0.0618289003,91.92,87.4,95.486
0.0700103293,87.88,87.4,95.486
0.0917681877,84.06,87.4,95.486
0.1385227473,87.84,87.4,95.486
0.180201344,87.81,87.4,95.486
0.1713573329,95.1,87.4,95.486
0.1538017634,96.51,87.4,95.486
0.1370442046,81.88,87.4,95.486
0.1229976738,74.9,87.4,95.486
0.1130437316,73.03,87.4,95.486
0.1033495226,54.86,87.4,95.486
